post_title,weight,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Pantalla LCD Anycubic Photon M3 Max",1.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Film FEP Anycubic M3 Max 263x390mm",1.5,Anycubic,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Tanque de resina Anycubic Photon M3 Max",1,Anycubic,simple,,"Repuestos|Repuestos > Tanques",,,,
"Protector de Pantalla Anycubic 13.6″",0.1,Anycubic,simple,,"Repuestos|Repuestos > Protectores de Pantalla","Anycubic|Impresoras 3D|Protector de Pantalla Anycubic 8.9″",,,
"Film PFA Elegoo 176x273mm",1.5,Elegoo,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Film FEP 2.0 Elegoo 146x195mm",1.5,Elegoo,simple,,"Repuestos|Repuestos > Film FEP",,,,
"PolyTerra PLA+ Blanco 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA ","PolyTerra PLA Blanco Marmol",,Blanco,0|1|0
"PolyTerra PLA+ Negro 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA ","PolyTerra PLA Blanco Marmol",,Negro,0|1|0
"PolyTerra PLA+ Azul 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA ","PolyTerra PLA Blanco Marmol",,Azul,0|1|0
"PolyTerra PLA+ Verde 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA ","PolyTerra PLA Blanco Marmol",,Verde,0|1|0
"PolyTerra PLA+ Gris 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA ","PolyTerra PLA Blanco Marmol",,Gris,0|1|0
"PolyTerra PLA+ Rojo 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA ","PolyTerra PLA Blanco Marmol",,Rojo,0|1|0
"PolyTerra PLA Negro Carbón 1.75mm 3Kg",3.5,Polymaker,simple,,"Filamentos|Filamentos > PLA 3Kg","PolyTerra|PolyTerra PLA|PolyTerra PLA Negro Carbón",,Negro,0|1|0
"PolyTerra PLA Blanco Algodón 1.75mm 3Kg",3.5,Polymaker,simple,,"Filamentos|Filamentos > PLA 3Kg","PolyTerra PLA Blanco Algodón",,Blanco,0|1|0
"PolyLite PLA Ligero Negro 1.75mm 800g",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales",PolyLite,,Negro,0|1|0
"Phrozen Wash and Cure Kit",24,Phrozen,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado","Phrozen Wash and Cure Kit",,,
"Resina Aqua 8K Gris 1Kg",1.5,Phrozen,simple,,"Aplicaciones|Aplicaciones > Joyería|Aplicaciones > Dental|Resinas|Resinas > Estándar",,,,
"Resina Ultra Alta Temperatura TR300 1Kg",1.5,Phrozen,simple,,"Resinas|Resinas > Resistente",,,,
"Resina Casteable Violeta Phrozen 500g",1.5,Phrozen,simple,,"Aplicaciones|Aplicaciones > Joyería|Resinas|Resinas > Casteable",,,,
"Resina Resistente Nylon Verde Phrozen 1Kg",1.5,Phrozen,simple,,"Resinas|Resinas > Resistente",,,,
"Resina Rigida Rock Black Phrozen 1Kg",1.5,Phrozen,simple,,"Aplicaciones|Aplicaciones > Ingeniería|Resinas|Resinas > Resistente",,,,
"Resina Alta Velocidad Gris Phrozen 1Kg",1.5,Phrozen,simple,,"Resinas|Resinas > Estándar",,,,
"Tanque de resina Phrozen Sonic Mega 8K",3,Phrozen,simple,,"Repuestos|Repuestos > Tanques",,,,
"Pantalla LCD Phrozen Sonic Mighty 8K",1.5,Phrozen,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Cortador Ultrasónico Phrozen",3,Phrozen,simple,,"Upgrades|Upgrades > Accesorios","Lapicero 3D MagiX Kids",,,
"Plataforma de Impresion Phrozen Sonic Mega 8K",3,Phrozen,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Plataforma de Impresion Phrozen Sonic Mighty 8K",1,Phrozen,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Tanque de resina Phrozen Sonic Mini 8K",1,Phrozen,simple,,"Repuestos|Repuestos > Tanques",,,,
"Tanque de resina Phrozen Sonic Mighty 8K",3,Phrozen,simple,,"Repuestos|Repuestos > Tanques",,,,
"Plataforma de Impresion Phrozen Sonic Mini 8K",1,Phrozen,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Film nFEP Phrozen 220x310mm",1.5,Phrozen,simple,,"Repuestos|Repuestos > Film FEP","FILM FEP CREALITY HALOT MAGE 286X198MM",,,
"Elegoo Saturn 8K",24,Elegoo,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Elegoo|Elegoo Saturn 2|impresora 3D|Saturn 2",,,
"Elegoo Neptune 3 Pro",10.01,Elegoo,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Elegoo Neptune 3",,,
"Elegoo Neptune 3 Plus",24,Elegoo,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Elegoo Neptune 3",,,
"Creality Ender 3 Neo",10.01,Creality,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3",,,
"Creality Ender 5 S1",24,Creality,simple,exclude-from-catalog|outofstock,"Características|Características > Core XY|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 5 S1",,,
"Flsun V400",30.01,Flsun,simple,,"Características|Características > Delta|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Flsun|Flsun Super Race|Flsun Super Race (SR)|Super Race",,,
"Anycubic Photon M3 Premium",40.50,Anycubic,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon M3",,,
"Anycubic Kobra Go",10.01,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Anycubic|Anycubic Kobra|impresora 3D|Kobra",,,
"Anycubic Kobra Neo",24,Anycubic,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Anycubic|Anycubic Kobra|impresora 3D|Kobra",,,
"Pantalla LCD Elegoo Saturn 2 / Saturn 8K",1.5,Elegoo,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Pantalla LCD Elegoo Mars 3 4K",1.5,Elegoo,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Tanque de resina Elegoo Saturn 2 y 3",1,Elegoo,simple,,"Repuestos|Repuestos > Tanques",,,,
"Modulo Láser CV 1.6W",1,Creality,simple,,"Upgrades|Upgrades > Extrusores",,,,
"Base Magnética PEI 200x200mm FLSUN",1.5,Flsun,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible PEI|Plataforma Magnética Flexible PEI 320x310mm",,,
"Base Magnética PEI 260x260mm FLSUN",1.5,Flsun,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible PEI|Plataforma Magnética Flexible PEI 320x310mm",,,
"Tanque de resina Anycubic Photon M3",1,Anycubic,simple,,"Repuestos|Repuestos > Tanques",,,,
"Filtro de Resina (x5)",1,Anycubic,simple,,"Upgrades|Upgrades > Accesorios",,,,
"PolyLite PLA Dual Magenta/Verde Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Rosado|Verde,0|1|0
"PolyLite PLA Dual Oro/Magenta Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Oro|Rosado,0|1|0
"PolyLite PLA Dual Azul/Verde Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Azul|Verde,0|1|0
"PolyLite PLA Dual Amarillo/Azul Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Amarillo|Azul,0|1|0
"PolyLite PLA Dual Oro/Plata Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Oro|Plata,0|1|0
"PolyLite PLA Dual Verde/Cromo Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Plata|Verde,0|1|0
"PolyLite PLA Dual Oro/Morado Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Morado|Oro,0|1|0
"PolyLite PLA Dual Oro/Rojo Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Oro|Rojo,0|1|0
"PolyLite PLA Dual Plata/Azul Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Dual",,,Azul|Plata,0|1|0
"Hyper FFF Kit Alta Velocidad",3,"Raise 3D",simple,,"Upgrades|Upgrades > Extrusores",,,,
"Soportes Lazervida",1,Lazervida,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios",,,,
"Espaciadores Lazervida",1,Lazervida,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios",,,,
"Kit HotEnd Creality",0.5,Creality,simple,,"Repuestos|Repuestos > Hotends",,,,
"Protector de Pantalla Anycubic 7.6""",0.1,Anycubic,simple,,"Repuestos|Repuestos > Protectores de Pantalla","Anycubic|Impresoras 3D|Protector de Pantalla Anycubic 6.23""",,,
"Protector de Pantalla Anycubic 9.25″",0.1,Anycubic,simple,,"Repuestos|Repuestos > Protectores de Pantalla","Anycubic|Impresoras 3D|Protector de Pantalla Anycubic 8.9″",,,
"Kit tarjetas ejes para Genius Pro",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit tarjetas ejes para Sidewinder X2",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit cables flat para Sidewinder X2",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit cables flat para Genius Pro",0.5,Artillery,simple,,"Repuestos > Placas Electrónicas",,,,
"PolyTerra PLA Rojo Lava 1.75mm 3Kg",3.5,Polymaker,simple,,"Filamentos|Filamentos > PLA 3Kg","PolyTerra|PolyTerra PLA|PolyTerra PLA Rojo Lava",,Rojo,0|1|0
"PolyTerra PLA Azul Zafiro 1.75mm 3Kg",3.5,Polymaker,simple,,"Filamentos|Filamentos > PLA 3Kg","PolyTerra|PolyTerra PLA|PolyTerra PLA Rojo Lava",,Azul,0|1|0
"PolyTerra PLA Turquesa Ártico 1.75mm 3Kg",3.5,Polymaker,simple,,"Filamentos|Filamentos > PLA 3Kg","PolyTerra|PolyTerra PLA|PolyTerra PLA Rojo Lava",,Turquesa,0|1|0
"Boquilla MK-ST 0.25mm",0.1,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK-ST 0.4mm",0.1,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK-ST 0.6mm",0.1,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK-ST 0.8mm",0.1,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Resina BlueCast X-ONE 500g",1.5,BlueCast,simple,exclude-from-catalog|outofstock,"Aplicaciones|Aplicaciones > Joyería|Resinas|Resinas > Casteable",,,,
"Resina BlueCast Original 500g",1.5,BlueCast,simple,,"Aplicaciones|Aplicaciones > Joyería|Resinas|Resinas > Casteable",,,,
"Resina BlueCast X5 500g",1.5,BlueCast,simple,,"Aplicaciones|Aplicaciones > Joyería|Resinas|Resinas > Casteable",,,,
"Resina BlueCast X10 500g",1.5,BlueCast,simple,,"Aplicaciones|Aplicaciones > Joyería|Resinas|Resinas > Casteable",,,,
"Resina Prizma 3D Bio Guide 250g",1.5,"Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Splint 500g",1.5,"Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas|Resinas > Biocompatible",,,,
"Resina Prizma 3D Bio Crown BL Bleach 250g",1.5,"Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Resina Prizma 3D Bio Prov BL Bleach 250g",1.5,"Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas",,,,
"Creality Ender 3 Max Neo",24,Creality,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3",,,
"Creality CR-M4",40.5,Creality,simple,,"Características|Características > Cartesiana|Características > Alta Temperatura|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Filamento","Creality CR-10 Smart Pro",,,
"Creality Sermoon D3",73,Creality,simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Creality Sermoon D1",,,
"Creality CR-200B Pro",40.5,Creality,simple,,"Características|Características > Core XY|Características > Cerrada|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Creality CR-200B",,,
"Kingroon KP3S Pro S1",10.01,Kingroon,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Kingroon KP3S Pro S1",,,
"Kingroon KP3S 3.0",10.01,Kingroon,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Kingroon KP3S 3",,,
"Hotend Spider de Alta Temperatura",1.5,Creality,simple,,"Upgrades|Upgrades > Extrusores","Creality|Hotend|Hotend Spider de Alta Temperatura",,,
"Sonic Pad",1.5,Creality,simple,,"Upgrades|Upgrades > Displays","Sonic Pad Creality",,,
"Kit de Alto Flujo",0.5,Creality,simple,,"Upgrades|Upgrades > Extrusores","Creality|Kit de Alto Flujo Creality",,,
"Hotend Spider Pro de Alto Flujo y Temperatura",1.5,Creality,simple,,"Upgrades|Upgrades > Extrusores","Hotend Spider Pro|Hotend Spider Pro de Alta Temperatura y Alto Flujo",,,
"Extrusor Titan Ensamblado de Alto Flujo y Temperatura",1.5,Creality,simple,,"Upgrades|Upgrades > Extrusores",,,,
"Anycubic Photon Mono 2",10.01,Anycubic,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon Mono 2",,,
"Purificador de Aire Anycubic",1.5,Anycubic,simple,,"Upgrades|Upgrades > Accesorios","Anycubic|Anycubic AirPure|Purificador de Aire",,,
"Speeder Pad",1.5,Flsun,simple,,"Upgrades|Upgrades > Displays","Flsun|Flsun Speeder Pad",,,
"Prusa Original MINI+ Kit",10.01,"Prusa Research",simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","impresora 3D|Kit Original Prusa MINI |Prusa",,,
"Phrozen Sonic XL 4K",24,Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina|Impresoras 3D > Dental","impresora 3D|Phrozen|Phrozen Sonic XL 4K 2022",,,
"Resina Onyx Impact Plus 1Kg",1.5,Loctite|Phrozen,simple,,"Aplicaciones|Aplicaciones > Ingeniería|Resinas|Resinas > Resistente","Resina Onxy Impact Plus (1000ml)|Resina Phrozen",,,
"Phrozen Cure Beam Lapicero de Curado UV",3,Phrozen,simple,,"Upgrades|Upgrades > Accesorios","Phrozen Cure Beam|Phrozen Cure Beam Lapicero de Post Curado UV",,,
"Revopoint POP 2 3D Scanner",6,Revopoint,simple,exclude-from-catalog|outofstock,"Escáneres 3D|Escáneres 3D > Triangulación Láser","POP 2 3D Scanner|Revopoint|Revopoint POP 2 3D Scanner",,,
"Resina Phrozen Gingiva Mask 500g",1.5,Phrozen,simple,,"Aplicaciones|Aplicaciones > Dental|Resinas","Resina Dental|Resina Phrozen|Resina Phrozen Gingiva Mask 500g",,,
"Resina Phrozen Modelo de Estudio 1Kg",1.5,Phrozen,simple,,"Aplicaciones|Aplicaciones > Dental|Resinas","Resina Phrozen|Resina Phrozen Modelo de Estudio 1000g",,,
"Resina Phrozen Modelo Dental Lavable 1Kg",1.5,Phrozen,simple,,"Aplicaciones|Aplicaciones > Dental|Resinas","Resina Phrozen|Resina Phrozen Modelo Dental Lavable 1000g",,,
"Elegoo Neptune 3 Max",40.5,Elegoo,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Filamento","Elegoo Neptune 3 Max",,,
"Elegoo Mars 4 DLP",24,Elegoo,simple,,"Características|Características > DLP|Impresoras 3D|Impresoras 3D > Resina","DLP|Elegoo|impresora 3D|Mars 4 DLP",,,
"Resina Standard Elegoo Amarilla 500g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Granate 500g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Azul 500g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Azul Translucido 500g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Rojo Translucido 500g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Amarilla 1000g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Granate 1000g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Azul 1000g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Azul Translucido 1000g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Standard Elegoo Rojo Translucido 1000g",1.5,Elegoo,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Termistor de Extrusor Elegoo",0.1,Elegoo,simple,,"Repuestos|Repuestos > Termistores","Termistor de Extrusor",,,
"Tubo Calefactor Elegoo",0.1,Elegoo,simple,,"Repuestos|Repuestos > Resistencias","Tubo Calefactor",,,
"Placa Principal Robin Nano",0.5,Elegoo,simple,,"Repuestos|Repuestos > Placas Electrónicas","Elegoo|Placa Principal|Robin Nano",,,
"Base Magnética PEI 235x235mm Elegoo",1.5,Elegoo,simple,,"Upgrades|Upgrades > PEIs","Base Magnetica",,,
"Base Magnética PEI 330x330mm Elegoo",1.5,Elegoo,simple,,"Upgrades|Upgrades > PEIs","Base Magnetica",,,
"Base Magnética PEI 430x430mm Elegoo",3,Elegoo,simple,,"Upgrades|Upgrades > PEIs","Base Magnetica|PEI Neptune 3 Max",,,
"Bambu Lab X1 Carbon Combo",40.5,"Bambu Lab",simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Bambu Lab|Bambu Lab X1 Carbon Combo",,,
"Bambu Lab X1 Carbon",40.5,"Bambu Lab",simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Bambu Lab|Bambu Lab X1 Carbon",,,
"Bambu Lab P1P",40.5,"Bambu Lab",simple,,"Características|Características > Core XY|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Bambu Lab|Bambu Lab P1P",,,
"Sistema de Material Automatico AMS",10.01,"Bambu Lab",simple,,"Upgrades|Upgrades > Accesorios","AMS|Bambu Lab",,,
"HUB Sistema de Material Automatico AMS",1.5,"Bambu Lab",simple,,"Upgrades|Upgrades > Accesorios","Bambu Lab|HUB Sistema de Material Automatico AMS",,,
"Hotend Completo Acero Endurecido",1.5,"Bambu Lab",simple,,"Repuestos|Repuestos > Hotends","Bambu Lab|Hotend|Hotend Completo Acero Endurecido X1 Carbon",,,
"Hotend Completo Acero Inoxidable",1.5,"Bambu Lab",simple,,"Repuestos|Repuestos > Hotends","Bambu Lab|Hotend|Hotend Completo Acero Inoxidable X1 Carbon",,,
"Hotend y Boquilla Acero Endurecido 0.4mm",1.5,"Bambu Lab",simple,,"Repuestos|Repuestos > Hotends","Bambu Lab|Hotend|Hotend y Boquilla Acero Endurecido X1 P1P",,,
"Termistor X1 Series",0.1,"Bambu Lab",simple,,"Repuestos|Repuestos > Termistores","Termistor de Extrusor",,,
"PEI Texturizada Dual Bambu Lab",1.5,"Bambu Lab",simple,,"Upgrades|Upgrades > PEIs","Bambu Lab|Base Magnetica",,,
"Goma Líquida",0.5,"Bambu Lab",simple,,"Upgrades|Upgrades > Accesorios","Bambu Lab|Goma Liquida",,,
"Esun PLA+ Negro 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Negro,0|1|0
"Esun PLA+ Blanco Frio 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Blanco,0|1|0
"Esun PLA+ Azul 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Azul,0|1|0
"Esun PLA+ Amarillo 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Amarillo,0|1|0
"Esun PLA+ Anaranjado 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Anaranjado,0|1|0
"Esun PLA+ Gris 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Gris,0|1|0
"Esun PLA+ Morado 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Morado,0|1|0
"Esun PLA+ Verde Pino 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Verde,0|1|0
"Esun PLA+ Rojo Fuego 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|PLA PLUS",,Rojo,0|1|0
"Esun ePLA Blanco Lechoso Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|PLA Matte",,Blanco,0|1|0
"Esun ePLA Gris Oscuro Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|PLA Matte",,Gris,0|1|0
"Esun ePLA Celeste Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|PLA Matte",,Turquesa,0|1|0
"Esun ePLA Rosado Melocoton Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|PLA Matte",,Rosado,0|1|0
"Esun ePLA Amarillo Almendra Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|PLA Matte",,Amarillo,0|1|0
"Esun ePLA Verde Menta Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|PLA Matte",,Verde,0|1|0
"Esun ePLA Caqui Claro Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|PLA Matte",,Beige,0|1|0
"Esun ePLA Negro Profundo Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|PLA Matte",,Negro,0|1|0
"Resina Estandar Blanca Lechosa Esun 1kg",1.5,Esun,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Estandar Gris Oscuro Esun 1kg",1.5,Esun,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Estandar Celeste Esun 1kg",1.5,Esun,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Estandar Amarillo Almendra Esun 1kg",1.5,Esun,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Estandar Rosado Melocoton Esun 1kg",1.5,Esun,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Estandar Verde Menta Esun 1kg",1.5,Esun,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Resina Estandar Negro Profundo Esun 1kg",1.5,Esun,simple,,"Resinas|Resinas > Estándar","Resina Standard",,,
"Boquilla V6 NF 0.4mm",0.1,Mellow,simple,,"Repuestos|Repuestos > Boquillas",Boquilla|Mellow|V6,,,
"Esun ePLA Arcoiris Sedoso 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA",eSilk|Esun|Rainbow,,Arcoiris,0|1|0
"Creality K1",30.01,Creality,simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Creality K1",,,
"Creality K1 Max",72.03,Creality,simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Creality K1",,,
"Creality Falcon2 22W",40.5,Creality,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo","Creality Falcon2 22W",,,
"Creality Halot Mage 8K",24,Creality,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Creality Halot Mage 8K",,,
"Creality Halot Mage Pro 8K",24,Creality,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Creality Halot Mage Pro 8K",,,
"PolyFlex Azul 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > TPU","Filamento TPU|PolyFlex Azul",,Azul,0|1|0
"PolyFlex Rojo 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > TPU","Filamento TPU|PolyFlex Rojo",,Rojo,0|1|0
"Creality CR-Scan Ferret",6,Creality,simple,exclude-from-catalog|outofstock,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Creality CR-Scan Ferret",,,
"Phrozen Sonic Mini 8K S",10.01,Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Phrozen|Phrozen Sonic Mini 8K S",,,
"Prusa Original MK4 Kit",24,"Prusa Research",simple,,"Características|Características > Cartesiana|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","impresora 3D|Prusa Original MK4 Kit",,,
"Phrozen Cure Mega",72.03,Phrozen,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado",Phrozen,,,
"Accesorio Giratorio Lazervida",5,Lazervida,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios",Lazervida,,,
"Barrel Hornet",0.1,Artillery,simple,,"Repuestos|Repuestos > Hotends",Artillery,,,
"Boquilla V3H 0.2mm",0.1,"Raise 3D",simple,,"Repuestos|Repuestos > Boquillas","Boquilla|Raise 3D",,,
"Boquilla V3H 0.4mm",0.1,"Raise 3D",simple,,"Repuestos|Repuestos > Boquillas","Boquilla|Raise 3D",,,
"Boquilla V3H 0.6mm",0.1,"Raise 3D",simple,,"Repuestos|Repuestos > Boquillas","Boquilla|Raise 3D",,,
"Boquilla V3H 0.8mm",0.1,"Raise 3D",simple,,"Repuestos|Repuestos > Boquillas","Boquilla|Raise 3D",,,
"Boquilla V3H 1.0mm",0.1,"Raise 3D",simple,,"Repuestos|Repuestos > Boquillas","Boquilla|Raise 3D",,,
