post_title,weight,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Resina Rígida Tipo PC/GF Negra Phrozen 1kg",1.5,Phrozen,simple,,"Aplicaciones|Aplicaciones > Ingeniería|Resinas|Resinas > Resistente","Resina Phrozen|Resina Rígida tipo PC/GF Negro 1 kg",,,
"Resina Estándar Turquesa K3D 1kg",1.5,K3D,simple,,"Resinas|Resinas > Estándar","K3D|Resina Estándar Turquesa K3D 1kg",,,
"Resina Estándar Amarilla K3D 1kg",1.5,K3D,simple,,"Resinas|Resinas > Estándar","K3D|Resina Estándar Amarilla K3D 1kg",,,
"Resina Estándar Anaranjada K3D 1kg",1.5,K3D,simple,,"Resinas|Resinas > Estándar","K3D|Resina Estándar Anaranjada K3D 1kg",,,
"Resina Estándar Beige Claro K3D 1kg",1.5,K3D,simple,,"Resinas|Resinas > Estándar","K3D|Resina Estándar Beige Claro K3D 1kg",,,
"Resina Estándar Negra K3D 1kg",1.5,K3D,simple,,"Resinas|Resinas > Estándar","K3D|Resina Estándar Negra K3D 1kg",,,
"Resina Estándar Gris K3D 1kg",1.5,K3D,simple,,"Resinas|Resinas > Estándar","K3D|Resina Estándar Gris K3D 1kg",,,
"Resina Estándar Blanca K3D 1kg",1.5,K3D,simple,,"Resinas|Resinas > Estándar","K3D|Resina Estándar Blanca K3D 1kg",,,
"Phrozen Cure V2",24,Phrozen,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado","Phrozen|Phrozen Cure V2",,,
"PolyLite PLA Blanco Frío 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyLite PLA|PolyLite PLA Blanco Frío 1.75mm 1Kg",,Blanco,0|1|0
"PolyLite PLA Bígaro Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA Sedoso","PolyLite PLA|PolyLite PLA Bígaro Sedoso 1.75mm 1Kg",,Blanco,0|1|0
"PolyLite PLA Verde Galaxia 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyLite PLA Verde Galaxia 1.75mm 1Kg",,Rojo,0|1|0
"PolyLite PLA Gris Galaxia 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyLite PLA|PolyLite PLA Gris Galaxia 1.75mm 1Kg",,Rojo,0|1|0
"PolyLite PLA UV Natural a Anaranjado 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales","PolyLite PLA|PolyLite PLA UV Natural a Anaranjado 1.75mm 1Kg",,Azul|Luminoso,0|1|0
"PolyTerra PLA Caliza Mármol 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra PLA Caliza Mármol 1.75mm 1Kg",,Blanco,0|1|0
"PolyTerra PLA Arenisca Mármol 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra PLA Arenisca Mármol 1.75mm 1Kg",,Blanco,0|1|0
"PolyTerra PLA Ladrillo Mármol 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra PLA Ladrillo Mármol 1.75mm 1Kg",,Blanco,0|1|0
"PolyTerra PLA Gris Ceniza 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra PLA Gris Ceniza 1.75mm 1Kg",,Gris,0|1|0
"PolyTerra PLA Gradiente Capuchino 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra PLA Gradiente Capuchino 1.75mm 1Kg",,Gris,0|1|0
"PolyLite ABS Natural 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > ABS","PolyLite ABS|PolyLite ABS Natural 1.75mm 1Kg",,Blanco,0|1|0
"PolyLite PLA Morado Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA Sedoso","PolyLite PLA|PolyLite PLA Morado Sedoso 1.75mm 1Kg",,Blanco,0|1|0
"PolyLite PLA Blanco sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA Sedoso","PolyLite PLA|PolyLite PLA Blanco sedoso 1.75mm 1Kg",,Blanco,0|1|0
"PolyLite PLA Negro sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA Sedoso","PolyLite PLA|PolyLite PLA Negro sedoso 1.75mm 1Kg",,Blanco,0|1|0
"PolyLite PLA Rojo sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA Sedoso","PolyLite PLA|PolyLite PLA Rojo sedoso 1.75mm 1Kg",,Blanco,0|1|0
"Pintura MC Plata 17ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura MC Plata 17ml",,,
"Pintura MC Amarillo Fluorescente 17ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura MC Amarillo Fluorescente 17ml",,,
"Pintura MC Blanco 17ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura MC Blanco 17ml",,,
"Pintura MC Blanco Frio 17ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura MC Blanco Frio 17ml",,,
"Pintura MC Negro 17ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura MC Negro 17ml",,,
"Pintura MC Negro Brillante 17ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura MC Negro Brillante 17ml",,,
"Pintura MC Verde Fluorescente 17ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura MC Verde Fluorescente 17ml",,,
"PolyLite PLA Cambio Temperatura Morado a Rosado a Translúcido 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales","PolyLite PLA|PolyLite PLA Cambio Temperatura Morado a Rosado a Translúcido 1.75mm 1Kg",,Azul|Luminoso,0|1|0
"PolyLite PLA Cambio Temperatura Verde a Lima 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales","PolyLite PLA|PolyLite PLA Cambio Temperatura Verde a Lima 1.75mm 1Kg",,Azul|Luminoso,0|1|0
"Esun PLA+ Rojo 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|Esun PLA  Rojo 1.75mm 1Kg",,Rojo,0|1|0
"Esun PLA+ Celeste 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|Esun PLA  Celeste 1.75mm 1Kg",,Rojo,0|1|0
"Esun PLA+ Beige 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|Esun PLA  Beige 1.75mm 1Kg",,Rojo,0|1|0
"Esun PLA+ Oro 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|Esun PLA  Oro 1.75mm 1Kg",,Rojo,0|1|0
"Esun PLA+ Verde Claro 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|Esun PLA  Verde Claro 1.75mm 1Kg",,Rojo,0|1|0
"Esun PLA+ Rosado 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|Esun PLA  Rosado 1.75mm 1Kg",,Rojo,0|1|0
"Esun PLA+ Blanco Hueso 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA ","Esun|Esun PLA  Blanco Hueso 1.75mm 1Kg",,Rojo,0|1|0
"PolyLite PLA Pro Rojo 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Reforzado|Filamentos > Especiales","PolyLite PLA Pro Rojo 1.75mm 1Kg",,Negro,0|1|0
"PolyFlex TPU95 Alta Velocidad Blanco 1.75mm 1kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > TPU","Filamento TPU|PolyFlex TPU95 Alta Velocidad Blanco 1.75mm 1kg",,Blanco,0|1|0
"PolyFlex TPU95 Alta Velocidad Negro 1.75mm 1kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > TPU","Filamento TPU|PolyFlex TPU95 Alta Velocidad Negro 1.75mm 1kg",,Negro,0|1|0
"Esun PETG Verde 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PETG","Esun PETG|Esun PETG Verde 1.75mm 1Kg",,Blanco,0|1|0
"Esun PETG Amarillo 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PETG","Esun PETG|Esun PETG Amarillo 1.75mm 1Kg",,Blanco,0|1|0
"Esun PETG Magenta 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PETG","Esun PETG|Esun PETG Magenta 1.75mm 1Kg",,Blanco,0|1|0
"Esun PETG Blanco Sólido 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PETG","Esun PETG|Esun PETG Blanco Sólido 1.75mm 1Kg",,Blanco,0|1|0
"Esun PETG Gris Sólido 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PETG","Esun PETG|Esun PETG Gris Sólido 1.75mm 1Kg",,Blanco,0|1|0
"Esun PETG Negro Sólido 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PETG","Esun PETG|Esun PETG Negro Sólido 1.75mm 1Kg",,Blanco,0|1|0
"Esun PETG Azul 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PETG","Esun PETG|Esun PETG Azul 1.75mm 1Kg",,Blanco,0|1|0
"Esun ePLA Rojo Fresa Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|Esun ePLA Rojo Fresa Mate 1.75mm 1Kg|PLA Matte",,Blanco,0|1|0
"Esun ePLA Morado Morandi Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|Esun ePLA Púrpura Morandi Mate 1.75mm 1Kg|PLA Matte",,Blanco,0|1|0
"Esun ePLA Verde Matcha Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|Esun ePLA Verde Matcha Mate 1.75mm 1Kg|PLA Matte",,Blanco,0|1|0
"Esun ePLA Anaranjado Mandarina Mate 1.75mm 1Kg",1.5,Esun,simple,,"Filamentos|Filamentos > PLA","Esun|Esun ePLA Anaranjado Mandarina Mate 1.75mm 1Kg|PLA Matte",,Blanco,0|1|0
"Resina Modelo Restauracion Dental DM100 Beige 1kg",1.5,Esun,simple,,"Aplicaciones > Dental|Resinas|Resinas > Estándar","Resina Modelo Restauración Dental DM100 Beige 1kg",,,
"Resina Dental Casteable DM100 Verde 1kg",1.5,Esun,simple,,"Aplicaciones > Dental|Resinas|Resinas > Casteable","Resina Dental Casteable DM100 Verde 1kg",,,
"Resina Guía quirúrgica SG100 Transparente 1kg",1.5,Esun,simple,,"Aplicaciones > Dental|Resinas|Resinas > Estándar","Resina Guía quirúrgica SG100 Transparente 1kg",,,
"Resina Corona Provisional TC100 A2 1kg",1.5,Esun,simple,,"Aplicaciones > Dental|Resinas|Resinas > Estándar","Resina Corona Provisional TC100 A2 1kg",,,
"Resina Encía Rosa GM100 1kg",1.5,Esun,simple,,"Aplicaciones > Dental|Resinas|Resinas > Estándar","Resina Encía Rosa GM100 1kg",,,
"Gafas de Realidad Virtual Meta Quest 2 128GB",10.01,Meta,simple,,"Realidad Virtual > Realidad Virtual|Realidad Virtual","Gafas de Realidad Virtual Meta Quest 2 128GB",,,
"Gafas de Realidad Virtual Meta Quest 3 512GB",10.01,Meta,simple,,"Realidad Virtual > Realidad Aumentada|Realidad Virtual > Realidad Mixta|Realidad Virtual > Realidad Virtual|Realidad Virtual","Gafas de Realidad Virtual Quest 3 512GB",,,
"Resina Modelo Ortodoncia Lavable WO100 Marfil 1kg",1.5,Esun,simple,,"Aplicaciones > Dental|Resinas|Resinas > Estándar","Resina Modelo Ortodoncia Lavable WO100 Marfil 1kg",,,
"Accesorio Giratorio Flux Hexa",9,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios","Accesorio Giratorio Flux Hexa",,,
"PolyMide PA12-CF Negro 1.75mm 500g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Reforzado",,,Negro,0|1|0
"PolyLite PETG Amarillo1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG","PolyLite PETG Amarillo",,Verde,0|1|0
"Gafas de Realidad Virtual Meta Quest 3 128GB",10.01,Meta,simple,,"Realidad Virtual > Realidad Aumentada|Realidad Virtual > Realidad Mixta|Realidad Virtual > Realidad Virtual|Realidad Virtual","Gafas de Realidad Virtual Meta Quest 3 128GB",,,
"Correa Elite para Meta Quest 2",3,Meta,simple,,"Realidad Virtual > Realidad Virtual|Realidad Virtual","Correa Elite para Meta Quest 2",,,
"Gafas de Realidad Virtual Pico 4 128GB",10.01,Pico,simple,,"Realidad Virtual|Realidad Virtual > Realidad Virtual","Gafas de Realidad Virtual Pico 4 128GB",,,
"Gafas de Realidad Virtual Pico 4 256GB",10.01,Pico,simple,,"Realidad Virtual|Realidad Virtual > Realidad Virtual","Gafas de Realidad Virtual Pico 4 256GB",,,
"Correa Elite para Meta Quest 3",3,Meta,simple,,"Realidad Virtual > Realidad Aumentada|Realidad Virtual > Realidad Mixta|Realidad Virtual > Realidad Virtual|Realidad Virtual","Correa Elite para Meta Quest 3",,,
"Gafas de Realidad Virtual Meta Quest 2 256GB",10.01,Meta,simple,,"Realidad Virtual|Realidad Virtual > Realidad Virtual","Gafas de Realidad Virtual Meta Quest 2 256GB",,,
"Prusa Original XL Semi ensamblada 1 Extrusor",40.5,"Prusa Research",simple,,"Características|Características > Core XY|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Prusa Original XL Semi-ensamblada 1 Extrusor",,,
"Prusa Original XL Semi ensamblada 5 Extrusores",40.5,"Prusa Research",simple,,"Características|Características > Core XY|Características > Alta Temperatura|Características > Doble Extrusor|Impresoras 3D|Impresoras 3D > Filamento","Prusa Original XL Semi ensamblada 5 Extrusores",,,
"Resina Prizma 3D Bio Guide 1Kg",1.5,"Prizma 3D",simple,,"Aplicaciones|Aplicaciones > Dental|Resinas","Resina Prizma 3D Bio Guide 1Kg",,,
"Creality Ender 3 V3",24,Creality,simple,,"Características|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V3",,,
"Plataforma de Impresion Elegoo Mars 4",1,Elegoo,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Plataforma de Impresion Elegoo Mars 4 Ultra",1,Elegoo,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Bambu Lab PLA Pack CMYK",5,"Bambu Lab",simple,,"Filamentos|Filamentos > PLA","Bambu Lab PLA Pack CMYK",,Anaranjado|Luminoso|Morado,0|1|0
"Fresadora CNC Milo V1.5 Kit",24,"LDO Motors",simple,,"Routers CNC|Routers CNC > Escritorio","Fresadora CNC Milo",,,
"Phrozen Sonic Mighty Revo",30.01,Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Phrozen Sonic Mighty Revo",,,
"Phrozen Sonic Mega 8K V2",72.03,Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Phrozen Sonic Mega 8K V2|Sonic Mega 8K V2",,,
"Primer Blanco Vallejo 200ml",0.5,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Primer Blanco Vallejo|Primer Blanco Vallejo 200ml",,,
"Barniz Mate Vallejo 200ml",0.5,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Primer Blanco Vallejo|Primer Blanco Vallejo 200ml",,,
"Creality Hyper PLA-CF Negro 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality Hyper PLA-CF Negro|Creality PLA-CF",,Blanco,0|1|0
"Creality Hyper ABS Negro 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > ABS","Creality Hyper ABS Negro|Creality Hyper ABS Negro 1.75mm 1Kg",,Blanco,0|1|0
"Creality Hyper ABS Blanco 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > ABS","Creality Hyper ABS Blanco|Creality Hyper ABS Blanco 1.75mm 1Kg",,Blanco,0|1|0
"Creality Hyper ABS Gris 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > ABS","Creality Hyper ABS Gris|Creality Hyper ABS Gris 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Verde Jade 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Verde Jade|Creality Ender PLA  Verde Jade 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Verde Manzana 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Verde Manzana|Creality Ender PLA  Verde Manzana 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Beige 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Beige|Creality Ender PLA  Beige 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Arcoiris 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Arcoiris|Creality Ender PLA  Arcoiris 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Blanco 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Blanco|Creality CR-PLA Blanco 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Negro 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Negro|Creality CR-PLA Negro 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Rojo 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Rojo|Creality CR-PLA Rojo 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Amarillo 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Amarillo|Creality CR-PLA Amarillo 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Gris 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Gris|Creality CR-PLA Gris 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Blanco Marfil 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Blanco Marfil|Creality CR-PLA Blanco Marfil 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Azul 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Azul|Creality CR-PLA Azul 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Verde 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Verde|Creality CR-PLA Verde 1.75mm 1Kg",,Blanco,0|1|0
"Creality CR-PLA Plata 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Plata|Creality CR-PLA Plata 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Negro 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Negro|Creality Ender PLA  Negro 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Blanco 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Blanco|Creality Ender PLA  Blanco 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Gris 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Gris|Creality Ender PLA  Gris 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Rojo 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Rojo|Creality Ender PLA  Rojo 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Naranja 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Naranja|Creality Ender PLA  Naranja 1.75mm 1Kg",,Blanco,0|1|0
"Creality Ender PLA+ Azul 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA ","Creality Ender PLA  Azul|Creality Ender PLA  Azul 1.75mm 1Kg",,Blanco,0|1|0
"Creality Hyper PLA Negro 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality Hyper PLA Negro|Creality Hyper PLA Negro 1.75mm 1Kg",,Blanco,0|1|0
"Creality Hyper PLA Blanco 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality Hyper PLA Blanco|Creality Hyper PLA Blanco 1.75mm 1Kg",,Blanco,0|1|0
"Creality Hyper PLA Gris 1.75mm 1Kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality Hyper PLA Gris|Creality Hyper PLA Gris 1.75mm 1Kg",,Blanco,0|1|0
"Creality BASF Ultra PLA Negro 1.75mm 1Kg",1.5,Basf|Creality,simple,,"Filamentos|Filamentos > PLA","Creality BASF Ultra PLA Negro|Creality BASF Ultra PLA Negro 1.75mm 1Kg",,Blanco,0|1|0
"Creality BASF Ultra PLA Blanco 1.75mm 1Kg",1.5,Basf|Creality,simple,,"Filamentos|Filamentos > PLA","Creality BASF Ultra PLA Blanco|Creality BASF Ultra PLA Blanco 1.75mm 1Kg",,Blanco,0|1|0
"Creality BASF Ultra PLA Gris 1.75mm 1Kg",1.5,Basf|Creality,simple,,"Filamentos|Filamentos > PLA","Creality BASF Ultra PLA Gris|Creality BASF Ultra PLA Gris 1.75mm 1Kg",,Blanco,0|1|0
"Placa Principal Creality CR-10 SE",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas","Placa Principal Creality CR-10 SE",,,
"Placa Principal Creality Ender-3 V3 KE",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas","Placa Principal Creality Ender-3 V3 KE",,,
"Kit Hotend Cerámico Ender-3 V3 KE",0.5,Creality,simple,,"Repuestos|Repuestos > Hotends","Kit Hotend Cerámico Ender-3 V3 KE",,,
"Placa Principal Creality Ender-3V3 SE",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas","Placa Principal Creality Ender-3V3 SE",,,
"Placa Principal Creality K1 Max",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas","Placa Principal Creality K1 Max",,,
"kit Pantalla K1 Max",0.5,Creality,simple,,"Repuestos|Repuestos > Pantallas","kit Pantalla K1 Max",,,
"Cortador de tubos Creality",0.5,Creality,simple,,"Upgrades|Upgrades > Accesorios","Cortador de tubos Creality",,,
"Kit Mecanismo Extrusor Creality",0.5,Creality,simple,,"Repuestos|Repuestos > Hotends","Creality|Kit Mecanismo Extrusor Creality",,,
"Kit Extrusor Creality",0.5,Creality,simple,,"Repuestos|Repuestos > Hotends","Creality|Kit Extrusor Creality",,,
"Motor paso a paso 42-26 Creality",1.5,Creality,simple,,"Repuestos|Repuestos > Motores","Motor paso a paso 42-26 Creality",,,
"Tanque de resina Creality HALOT-MAGE",1.5,Creality,simple,,"Repuestos|Repuestos > Tanques","Tanque de resina Creality HALOT-MAGE",,,
"Placa Principal Creality HALOT-MAGE",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas","Placa Principal Creality HALOT-MAGE",,,
"Kit Detector de Filamento Creality",0.1,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas","Kit Detector de Filamento Creality",,,
"Placa Principal Creality K1",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas","Placa Principal Creality K1",,,
"Cama Térmica de Silicona para K1 y K1C",1.5,Creality,simple,,"Repuestos|Repuestos > Plataformas","Cama Térmica de Silicona para K1|Cama Térmica de Silicona para K1C",,,
"Placa Principal Creality HALOT-MAGE PRO",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas","Placa Principal Creality HALOT-MAGE PRO",,,
"Fuente de Alimentación de 350W",1.5,Creality,simple,,"Repuestos|Repuestos > Fuentes de Poder","Fuente de Alimentación de 350W",,,
"Soporte Digital para Filamento",0.5,Creality,simple,,"Upgrades|Upgrades > Accesorios","Soporte Digital para Filamento",,,
"Funda Protectora para Cortadora Láser Pro",4,Creality,simple,,"Upgrades|Upgrades > Accesorios","Funda Protectora para Cortadora Láser Pro",,,
"Kit Profesional de Herramientas Removedoras",3,Creality,simple,,"Upgrades|Upgrades > Accesorios","Kit Profesional de Herramientas Removedoras",,,
"Kit Inteligente Nebula",1.5,Creality,simple,,"Upgrades|Upgrades > Displays","Kit Inteligente Nebula",,,
"Kit de Cabezal de impresión Creality",1.5,Creality,simple,exclude-from-catalog,"Repuestos|Repuestos > Hotends","Kit de Cabezal de impresión Creality",,,
"Ventilador axial 2510",0.1,Creality,simple,,"Repuestos|Repuestos > Ventiladores","Ventilador axial 2510",,,
"Base Magnética de doble cara PET-PEI",3,Creality,simple,,"Upgrades|Upgrades > PEIs","Base Magnética de doble cara PET-PEI",,,
"Base Magnética de doble cara PEO-PEI",3,Creality,simple,,"Upgrades|Upgrades > PEIs","Base Magnética de doble cara PEO-PEI",,,
"Secador de Filamento Creality Space Pi Plus",4.5,Creality,simple,,"Upgrades|Upgrades > Accesorios","Secador de Filamento Creality Space Pi Plus",,,
"Base Magnética de doble cara PEO-PEI K1 Max",3,Creality,simple,,"Upgrades|Upgrades > PEIs","Base Magnética de doble cara PEO-PEI K1 Max",,,
"Base Magnética de doble cara PET-PEI K1 Max",3,Creality,simple,,"Upgrades|Upgrades > PEIs","Base Magnética de doble cara PET-PEI K1 Max",,,
"Secador de Filamento Creality Space Pi",4.5,Creality,simple,,"Upgrades|Upgrades > Accesorios","Secador de Filamento Creality Space Pi",,,
"Kit Extrusor Colibrí Creality",0.5,Creality,simple,,"Repuestos|Repuestos > Hotends","Creality|Kit Extrusor Colibrí Creality",,,
"Kit de Boquilla Unicorn 0.4mm",0.2,Creality,simple,,"Repuestos|Repuestos > Boquillas","Kit de Boquilla Unicorn 0.4mm",,,
"Creality CR-PLA Blanco 1.75mm 200G",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Blanco 1.75mm 200G",,Blanco,0|1|0
"Creality CR-PLA Negro 1.75mm 200G",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Negro 1.75mm 200G",,Blanco,0|1|0
"Creality CR-PLA Gris 1.75mm 200G",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-PLA Gris 1.75mm 200G",,Blanco,0|1|0
"Creality CR-Nylon Natural 1.75mm 1kg",1.5,Creality,simple,,"Filamentos|Filamentos > PLA","Creality CR-Nylon Natural 1.75mm 1kg",,Blanco,0|1|0
"Fuente de Alimentación de 24V 6.25A",1.5,Creality,simple,,"Repuestos|Repuestos > Fuentes de Poder","Fuente de Alimentación de 24V 6.25A",,,
"Film FEP Creality HALOT MAGE 286x198mm",1.5,Creality,simple,,"Repuestos|Repuestos > Film FEP","FILM FEP CREALITY HALOT MAGE 286X198MM",,,
